"","sample","module_number","module","ID","Pathway","N","DE","P.DE","type"
"253","Devel_int","16","purple","path:gga04370","VEGF signaling pathway",54,3,0.00385242783040145,"KEGGPath"
"254","Devel_int","16","purple","path:gga04510","Focal adhesion",175,4,0.0192652210064276,"KEGGPath"
"255","Devel_int","16","purple","path:gga04514","Cell adhesion molecules",110,3,0.0265689539432585,"KEGGPath"
"256","Devel_int","16","purple","path:gga04371","Apelin signaling pathway",114,3,0.0291192175356196,"KEGGPath"
"257","Devel_int","17","red","path:gga00100","Steroid biosynthesis",16,6,8.0052842017927e-08,"KEGGPath"
"258","Devel_int","17","red","path:gga03030","DNA replication",29,6,4.02751165329891e-06,"KEGGPath"
"259","Devel_int","17","red","path:gga03430","Mismatch repair",19,4,0.000166881166201865,"KEGGPath"
"260","Devel_int","17","red","path:gga04110","Cell cycle",115,8,0.000361909195433146,"KEGGPath"
"261","Devel_int","17","red","path:gga04520","Adherens junction",69,6,0.00061418876914044,"KEGGPath"
"262","Devel_int","17","red","path:gga04310","Wnt signaling pathway",139,7,0.00528674924756315,"KEGGPath"
"263","Devel_int","17","red","path:gga03460","Fanconi anemia pathway",48,4,0.00594717412531365,"KEGGPath"
"264","Devel_int","17","red","path:gga05132","Salmonella infection",223,9,0.00703539162812961,"KEGGPath"
"265","Devel_int","17","red","path:gga04330","Notch signaling pathway",52,4,0.00789559909259613,"KEGGPath"
"266","Devel_int","17","red","path:gga03420","Nucleotide excision repair",37,3,0.0183173792010132,"KEGGPath"
"267","Devel_int","17","red","path:gga00900","Terpenoid backbone biosynthesis",19,2,0.0330743681710019,"KEGGPath"
"268","Devel_int","17","red","path:gga04210","Apoptosis",118,5,0.0338412229622657,"KEGGPath"
"269","Devel_int","17","red","path:gga04350","TGF-beta signaling pathway",87,4,0.0432644911205749,"KEGGPath"
"270","Devel_int","18","royalblue","path:gga04530","Tight junction",138,3,0.00180370885623055,"KEGGPath"
"271","Devel_int","18","royalblue","path:gga04912","GnRH signaling pathway",78,2,0.00836505769525622,"KEGGPath"
"272","Devel_int","18","royalblue","path:gga04010","MAPK signaling pathway",243,3,0.00879999628220065,"KEGGPath"
"273","Devel_int","18","royalblue","path:gga04916","Melanogenesis",88,2,0.0105487001760703,"KEGGPath"
"274","Devel_int","18","royalblue","path:gga04514","Cell adhesion molecules",110,2,0.0161331787287697,"KEGGPath"
"275","Devel_int","18","royalblue","path:gga00910","Nitrogen metabolism",14,1,0.0245970178352564,"KEGGPath"
"276","Devel_int","19","salmon","path:gga03010","Ribosome",115,34,2.56049011727143e-56,"KEGGPath"
"277","Devel_int","19","salmon","path:gga00760","Nicotinate and nicotinamide metabolism",33,2,0.00967744929369478,"KEGGPath"
"278","Devel_int","19","salmon","path:gga00010","Glycolysis / Gluconeogenesis",49,2,0.0205834185361563,"KEGGPath"
"279","Devel_int","19","salmon","path:gga01230","Biosynthesis of amino acids",58,2,0.0281948396304257,"KEGGPath"
"280","Devel_int","20","tan",NA,"Virion - Flavivirus",3,1,0.0137055039981513,NA
"281","Devel_int","21","turquoise","path:gga04261","Adrenergic signaling in cardiomyocytes",125,17,1.5429093715896e-06,"KEGGPath"
"282","Devel_int","21","turquoise","path:gga05132","Salmonella infection",223,20,0.000106747841099838,"KEGGPath"
"283","Devel_int","21","turquoise","path:gga04260","Cardiac muscle contraction",61,8,0.00119474630393975,"KEGGPath"
"284","Devel_int","21","turquoise","path:gga04540","Gap junction",80,9,0.00181923631789382,"KEGGPath"
"285","Devel_int","21","turquoise","path:gga04145","Phagosome",130,12,0.00195060841835056,"KEGGPath"
"286","Devel_int","21","turquoise","path:gga04020","Calcium signaling pathway",209,16,0.00270918193537335,"KEGGPath"
"287","Devel_int","21","turquoise","path:gga04514","Cell adhesion molecules",110,10,0.00503396030741142,"KEGGPath"
"288","Devel_int","21","turquoise","path:gga04520","Adherens junction",69,7,0.0100260176201448,"KEGGPath"
"289","Devel_int","21","turquoise","path:gga04010","MAPK signaling pathway",243,16,0.0112492679816292,"KEGGPath"
"290","Devel_int","21","turquoise","path:gga04080","Neuroactive ligand-receptor interaction",309,18,0.0234535200991411,"KEGGPath"
"291","Devel_int","21","turquoise","path:gga04625","C-type lectin receptor signaling pathway",85,7,0.0286669046308161,"KEGGPath"
"292","Devel_int","21","turquoise","path:gga04810","Regulation of actin cytoskeleton",192,12,0.0367599848383331,"KEGGPath"
"293","Devel_int","22","yellow","path:gga04512","ECM-receptor interaction",70,5,0.00391938060535481,"KEGGPath"
"294","Devel_int","22","yellow","path:gga00220","Arginine biosynthesis",17,2,0.0261055759809442,"KEGGPath"
"295","Devel_int","22","yellow","path:gga04350","TGF-beta signaling pathway",87,4,0.0413551938783336,"KEGGPath"
"296","Devel_int","22","yellow","path:gga04080","Neuroactive ligand-receptor interaction",309,9,0.0428511685037462,"KEGGPath"
"297","Devel_int","22","yellow","path:gga04510","Focal adhesion",175,6,0.0477798552160645,"KEGGPath"
"298","L10_int","1","bisque4",NA,"Fructose and mannose metabolism",34,1,0.0278857389139119,NA
"299","L10_int","2","black","path:gga00232","Caffeine metabolism",4,2,0.000193485561484128,"KEGGPath"
"300","L10_int","2","black","path:gga00983","Drug metabolism - other enzymes",54,2,0.0383707268848642,"KEGGPath"
"301","L10_int","3","blue","path:gga00100","Steroid biosynthesis",16,5,6.22414727437136e-07,"KEGGPath"
"302","L10_int","3","blue","path:gga00900","Terpenoid backbone biosynthesis",19,3,0.00113898140886788,"KEGGPath"
"303","L10_int","3","blue","path:gga00512","Mucin type O-glycan biosynthesis",29,3,0.00396062729772784,"KEGGPath"
"304","L10_int","3","blue","path:gga01100","Metabolic pathways",1256,24,0.00577229471695671,"KEGGPath"
"305","L10_int","3","blue","path:gga00230","Purine metabolism",113,5,0.00846569121457426,"KEGGPath"
"306","L10_int","3","blue","path:gga00514","Other types of O-glycan biosynthesis",41,3,0.0104896198302314,"KEGGPath"
"307","L10_int","3","blue","path:gga04916","Melanogenesis",83,4,0.0136008325407632,"KEGGPath"
"308","L10_int","3","blue","path:gga04340","Hedgehog signaling pathway",47,3,0.0152063499192267,"KEGGPath"
"309","L10_int","3","blue","path:gga03264","Virion - Flavivirus",3,1,0.0329274184958644,"KEGGPath"
"310","L10_int","4","brown","path:gga00480","Glutathione metabolism",47,6,5.87679502964156e-06,"KEGGPath"
"311","L10_int","4","brown","path:gga00982","Drug metabolism - cytochrome P450",29,5,7.97871133786533e-06,"KEGGPath"
"312","L10_int","4","brown","path:gga00980","Metabolism of xenobiotics by cytochrome P450",31,5,1.12389278918362e-05,"KEGGPath"
"313","L10_int","4","brown","path:gga00500","Starch and sucrose metabolism",25,4,9.2675897409835e-05,"KEGGPath"
"314","L10_int","4","brown","path:gga00983","Drug metabolism - other enzymes",54,5,0.000174890129389708,"KEGGPath"
"315","L10_int","4","brown","path:gga04512","ECM-receptor interaction",67,5,0.00048282678485971,"KEGGPath"
"316","L10_int","4","brown","path:gga00524","Neomycin, kanamycin and gentamicin biosynthesis",5,2,0.000923237393667937,"KEGGPath"
"317","L10_int","4","brown","path:gga04510","Focal adhesion",174,7,0.00155999997073343,"KEGGPath"
"318","L10_int","4","brown","path:gga00051","Fructose and mannose metabolism",34,3,0.00433156157580354,"KEGGPath"
"319","L10_int","4","brown","path:gga01100","Metabolic pathways",1256,21,0.00972100824874389,"KEGGPath"
"320","L10_int","4","brown","path:gga00010","Glycolysis / Gluconeogenesis",47,3,0.0107100433954117,"KEGGPath"
"321","L10_int","4","brown","path:gga01200","Carbon metabolism",95,4,0.0138309473296758,"KEGGPath"
"322","L10_int","4","brown","path:gga04514","Cell adhesion molecules",103,4,0.0181075932351183,"KEGGPath"
"323","L10_int","4","brown","path:gga05132","Salmonella infection",221,6,0.021041256428937,"KEGGPath"
"324","L10_int","4","brown","path:gga04810","Regulation of actin cytoskeleton",188,5,0.0367367404940566,"KEGGPath"
"325","L10_int","4","brown","path:gga00052","Galactose metabolism",32,2,0.0385930315012638,"KEGGPath"
"326","L10_int","4","brown","path:gga01250","Biosynthesis of nucleotide sugars",36,2,0.0478075430942435,"KEGGPath"
"327","L10_int","5","brown4","path:gga00330","Arginine and proline metabolism",40,1,0.0385708225513085,"KEGGPath"
"328","L10_int","5","brown4","path:gga00010","Glycolysis / Gluconeogenesis",47,1,0.0451778093133671,"KEGGPath"
"329","L10_int","6","cyan","path:gga04620","Toll-like receptor signaling pathway",71,3,0.00333808208569153,"KEGGPath"
"330","L10_int","6","cyan","path:gga03267","Virion - Adenovirus",2,1,0.00843782722472064,"KEGGPath"
"331","L10_int","6","cyan","path:gga03266","Virion - Herpesvirus",4,1,0.0168057183515732,"KEGGPath"
"332","L10_int","6","cyan","path:gga04512","ECM-receptor interaction",67,2,0.0325745925439069,"KEGGPath"
"333","L10_int","6","cyan","path:gga00120","Primary bile acid biosynthesis",12,1,0.0495892379801692,"KEGGPath"
"334","L10_int","7","darkgreen","path:gga04142","Lysosome",114,3,0.00360495823874272,"KEGGPath"
"335","L10_int","7","darkgreen","path:gga04810","Regulation of actin cytoskeleton",188,3,0.0142468925450088,"KEGGPath"
"336","L10_int","7","darkgreen","path:gga04520","Adherens junction",69,2,0.0150308469158265,"KEGGPath"
"337","L10_int","7","darkgreen","path:gga04620","Toll-like receptor signaling pathway",71,2,0.015867564456369,"KEGGPath"
"338","L10_int","7","darkgreen","path:gga04210","Apoptosis",114,2,0.0382489426701553,"KEGGPath"
"339","L10_int","7","darkgreen","path:gga04145","Phagosome",125,2,0.0451796423715789,"KEGGPath"
"340","L10_int","7","darkgreen","path:gga00220","Arginine biosynthesis",17,1,0.0452383298221113,"KEGGPath"
"341","L10_int","7","darkgreen","path:gga04080","Neuroactive ligand-receptor interaction",295,3,0.0454844087596309,"KEGGPath"
"342","L10_int","8","darkgrey","path:gga00600","Sphingolipid metabolism",47,2,0.00718953519418418,"KEGGPath"
"343","L10_int","8","darkgrey","path:gga01212","Fatty acid metabolism",51,2,0.00842232255143394,"KEGGPath"
"344","L10_int","8","darkgrey","path:gga03320","PPAR signaling pathway",58,2,0.0107902305162171,"KEGGPath"
"345","L10_int","8","darkgrey","path:gga04512","ECM-receptor interaction",67,2,0.0142139978839321,"KEGGPath"
"346","L10_int","8","darkgrey","path:gga01100","Metabolic pathways",1256,8,0.0174432159242296,"KEGGPath"
"347","L10_int","8","darkgrey","path:gga00061","Fatty acid biosynthesis",16,1,0.0426332502309027,"KEGGPath"
"348","L10_int","8","darkgrey","path:gga04145","Phagosome",125,2,0.0451796423715789,"KEGGPath"
"349","L10_int","9","darkmagenta","path:gga00512","Mucin type O-glycan biosynthesis",29,2,0.00123979418251136,"KEGGPath"
"350","L10_int","9","darkmagenta","path:gga00603","Glycosphingolipid biosynthesis - globo and isoglobo series",12,1,0.0215359016596235,"KEGGPath"
"351","L10_int","9","darkmagenta","path:gga00604","Glycosphingolipid biosynthesis - ganglio series",13,1,0.0233103567268871,"KEGGPath"
"352","L10_int","9","darkmagenta","path:gga00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,1,0.0250817276509827,"KEGGPath"
"353","L10_int","10","darkolivegreen","path:gga04217","Necroptosis",109,4,5.64117277053347e-05,"KEGGPath"
"354","L10_int","10","darkolivegreen","path:gga03460","Fanconi anemia pathway",48,3,0.000109510685191086,"KEGGPath"
"355","L10_int","10","darkolivegreen","path:gga03410","Base excision repair",26,2,0.00116969904195194,"KEGGPath"
"356","L10_int","10","darkolivegreen","path:gga05132","Salmonella infection",221,3,0.0089757867937028,"KEGGPath"
"357","L10_int","10","darkolivegreen","path:gga04540","Gap junction",79,2,0.010403813365285,"KEGGPath"
"358","L10_int","10","darkolivegreen","path:gga04210","Apoptosis",114,2,0.0208568588884279,"KEGGPath"
"359","L10_int","10","darkolivegreen","path:gga04110","Cell cycle",114,2,0.0208568588884279,"KEGGPath"
"360","L10_int","10","darkolivegreen","path:gga03450","Non-homologous end-joining",12,1,0.023311228331907,"KEGGPath"
"361","L10_int","10","darkolivegreen","path:gga04145","Phagosome",125,2,0.0247679008513603,"KEGGPath"
"362","L10_int","10","darkolivegreen","path:gga04120","Ubiquitin mediated proteolysis",128,2,0.0258830573069551,"KEGGPath"
"363","L10_int","10","darkolivegreen","path:gga00100","Steroid biosynthesis",16,1,0.0309648578200602,"KEGGPath"
"364","L10_int","11","darkorange","path:gga00514","Other types of O-glycan biosynthesis",41,2,0.00335786165993743,"KEGGPath"
"365","L10_int","11","darkorange","path:gga04020","Calcium signaling pathway",199,3,0.00829868553940243,"KEGGPath"
"366","L10_int","11","darkorange","path:gga04912","GnRH signaling pathway",78,2,0.011719026435895,"KEGGPath"
"367","L10_int","11","darkorange","path:gga00604","Glycosphingolipid biosynthesis - ganglio series",13,1,0.0271462933196823,"KEGGPath"
"368","L10_int","11","darkorange","path:gga04261","Adrenergic signaling in cardiomyocytes",124,2,0.0280386241312335,"KEGGPath"
"369","L10_int","11","darkorange","path:gga00601","Glycosphingolipid biosynthesis - lacto and neolacto series",21,1,0.0434970075830028,"KEGGPath"
"370","L10_int","12","darkorange2","path:gga03265","Virion - Lyssavirus",4,1,0.00452249222405365,"KEGGPath"
"371","L10_int","12","darkorange2","path:gga04514","Cell adhesion molecules",103,2,0.0058859196202063,"KEGGPath"
"372","L10_int","12","darkorange2","path:gga00603","Glycosphingolipid biosynthesis - globo and isoglobo series",12,1,0.0135102660620851,"KEGGPath"
"373","L10_int","12","darkorange2","path:gga00601","Glycosphingolipid biosynthesis - lacto and neolacto series",21,1,0.0235309569844782,"KEGGPath"
"374","L10_int","12","darkorange2","path:gga00515","Mannose type O-glycan biosynthesis",22,1,0.0246384833092597,"KEGGPath"
"375","L10_int","12","darkorange2","path:gga04080","Neuroactive ligand-receptor interaction",295,2,0.0428808861391962,"KEGGPath"
"376","L10_int","13","darkred","path:gga04310","Wnt signaling pathway",134,4,0.000832043666345114,"KEGGPath"
"377","L10_int","13","darkred","path:gga04350","TGF-beta signaling pathway",86,3,0.002526814605777,"KEGGPath"
"378","L10_int","13","darkred","path:gga04060","Cytokine-cytokine receptor interaction",154,3,0.0127012682122749,"KEGGPath"
"379","L10_int","13","darkred","path:gga04512","ECM-receptor interaction",67,2,0.0190524802075298,"KEGGPath"
"380","L10_int","15","darkturquoise","path:gga04514","Cell adhesion molecules",103,3,0.00210295510463717,"KEGGPath"
"381","L10_int","15","darkturquoise","path:gga04520","Adherens junction",69,2,0.012724062503372,"KEGGPath"
"382","L10_int","15","darkturquoise","path:gga04916","Melanogenesis",83,2,0.0180619323731419,"KEGGPath"
"383","L10_int","15","darkturquoise","path:gga04310","Wnt signaling pathway",134,2,0.043728985019585,"KEGGPath"
"384","L10_int","16","floralwhite","path:gga03030","DNA replication",29,3,7.53107964551609e-06,"KEGGPath"
"385","L10_int","16","floralwhite","path:gga04110","Cell cycle",114,4,1.45084364399148e-05,"KEGGPath"
"386","L10_int","16","floralwhite","path:gga00240","Pyrimidine metabolism",56,3,5.58361086217437e-05,"KEGGPath"
"387","L10_int","16","floralwhite","path:gga01232","Nucleotide metabolism",78,3,0.000150400047349689,"KEGGPath"
"388","L10_int","16","floralwhite","path:gga00230","Purine metabolism",113,2,0.0100950221001125,"KEGGPath"
"389","L10_int","16","floralwhite","path:gga00670","One carbon pool by folate",15,1,0.0202013313632936,"KEGGPath"
"390","L10_int","16","floralwhite","path:gga03430","Mismatch repair",19,1,0.025522897509932,"KEGGPath"
"391","L10_int","16","floralwhite","path:gga03440","Homologous recombination",36,1,0.047836517147412,"KEGGPath"
"392","L10_int","17","green","path:gga03010","Ribosome",115,32,1.60693798438271e-44,"KEGGPath"
"393","L10_int","17","green","path:gga04310","Wnt signaling pathway",134,4,0.0130973394887822,"KEGGPath"
"394","L10_int","17","green","path:gga04330","Notch signaling pathway",52,2,0.0486231325836947,"KEGGPath"
"395","L10_int","18","greenyellow","path:gga04370","VEGF signaling pathway",54,3,0.00213973185645477,"KEGGPath"
"396","L10_int","18","greenyellow","path:gga04010","MAPK signaling pathway",240,5,0.00560442341321304,"KEGGPath"
"397","L10_int","18","greenyellow","path:gga04510","Focal adhesion",174,4,0.00938579433556211,"KEGGPath"
"398","L10_int","18","greenyellow","path:gga04514","Cell adhesion molecules",103,3,0.0129410172858578,"KEGGPath"
"399","L10_int","18","greenyellow","path:gga04270","Vascular smooth muscle contraction",109,3,0.0150569542020246,"KEGGPath"
"400","L10_int","18","greenyellow","path:gga04310","Wnt signaling pathway",134,3,0.0258742172611919,"KEGGPath"
"401","L10_int","19","grey60","path:gga00565","Ether lipid metabolism",38,2,0.00900176452652045,"KEGGPath"
"402","L10_int","19","grey60","path:gga03264","Virion - Flavivirus",3,1,0.0112823300631172,"KEGGPath"
"403","L10_int","19","grey60","path:gga04512","ECM-receptor interaction",67,2,0.0264166309086354,"KEGGPath"
"404","L10_int","20","ivory","path:gga04620","Toll-like receptor signaling pathway",71,2,0.00410018596046795,"KEGGPath"
"405","L10_int","20","ivory","path:gga04625","C-type lectin receptor signaling pathway",81,2,0.00530315931875011,"KEGGPath"
"406","L10_int","20","ivory","path:gga04070","Phosphatidylinositol signaling system",86,2,0.00595845843001883,"KEGGPath"
"407","L10_int","20","ivory","path:gga04210","Apoptosis",114,2,0.0102670570958533,"KEGGPath"
"408","L10_int","20","ivory","path:gga05164","Influenza A",114,2,0.0102670570958533,"KEGGPath"
"409","L10_int","20","ivory","path:gga04621","NOD-like receptor signaling pathway",115,2,0.0104404030631935,"KEGGPath"
"410","L10_int","20","ivory","path:gga05168","Herpes simplex virus 1 infection",130,2,0.0131955666141138,"KEGGPath"
"411","L10_int","20","ivory","path:gga04218","Cellular senescence",134,2,0.0139784873261724,"KEGGPath"
"412","L10_int","20","ivory","path:gga04510","Focal adhesion",174,2,0.022866616024364,"KEGGPath"
"413","L10_int","21","lightcyan","path:gga04512","ECM-receptor interaction",67,2,0.0244821205847057,"KEGGPath"
"414","L10_int","21","lightcyan","path:gga04012","ErbB signaling pathway",76,2,0.030916809602771,"KEGGPath"
"415","L10_int","21","lightcyan","path:gga04912","GnRH signaling pathway",78,2,0.0324285691383955,"KEGGPath"
"416","L10_int","22","lightcyan1","path:gga04210","Apoptosis",114,2,0.011410935742181,"KEGGPath"
"417","L10_int","22","lightcyan1","path:gga04142","Lysosome",114,2,0.011410935742181,"KEGGPath"
"418","L10_int","22","lightcyan1","path:gga04145","Phagosome",125,2,0.0136020747072532,"KEGGPath"
"419","L10_int","22","lightcyan1","path:gga00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",21,1,0.0297162478572186,"KEGGPath"
"420","L10_int","23","lightgreen",NA,"Arachidonic acid metabolism",41,2,0.010424699945609,NA
"421","L10_int","24","lightsteelblue1","path:gga04261","Adrenergic signaling in cardiomyocytes",124,2,0.0147939766823543,"KEGGPath"
"422","L10_int","24","lightsteelblue1","path:gga00250","Alanine, aspartate and glutamate metabolism",33,1,0.0486986526604684,"KEGGPath"
"423","L10_int","25","lightyellow","path:gga00220","Arginine biosynthesis",17,3,3.3156391969097e-05,"KEGGPath"
"424","L10_int","25","lightyellow","path:gga00250","Alanine, aspartate and glutamate metabolism",33,3,0.0002549526997689,"KEGGPath"
"425","L10_int","25","lightyellow","path:gga00910","Nitrogen metabolism",13,2,0.00106067315532665,"KEGGPath"
"426","L10_int","25","lightyellow","path:gga01230","Biosynthesis of amino acids",57,3,0.00128297450499532,"KEGGPath"
"427","L10_int","25","lightyellow","path:gga03320","PPAR signaling pathway",58,3,0.00134937730965938,"KEGGPath"
"428","L10_int","25","lightyellow","path:gga01040","Biosynthesis of unsaturated fatty acids",28,2,0.00495781314922744,"KEGGPath"
"429","L10_int","25","lightyellow","path:gga04810","Regulation of actin cytoskeleton",188,4,0.00544081628736478,"KEGGPath"
"430","L10_int","25","lightyellow","path:gga01200","Carbon metabolism",95,3,0.00548951143806401,"KEGGPath"
"431","L10_int","25","lightyellow","path:gga04020","Calcium signaling pathway",199,4,0.00663871869226603,"KEGGPath"
"432","L10_int","25","lightyellow","path:gga00600","Sphingolipid metabolism",47,2,0.0135468217674254,"KEGGPath"
"433","L10_int","25","lightyellow","path:gga01212","Fatty acid metabolism",51,2,0.0158259077134148,"KEGGPath"
"434","L10_int","25","lightyellow","path:gga00561","Glycerolipid metabolism",53,2,0.0170228644800469,"KEGGPath"
"435","L10_int","25","lightyellow","path:gga01100","Metabolic pathways",1256,10,0.0173675973212696,"KEGGPath"
"436","L10_int","25","lightyellow","path:gga03260","Virion - Human immunodeficiency virus",5,1,0.0187344811657174,"KEGGPath"
"437","L10_int","25","lightyellow","path:gga00750","Vitamin B6 metabolism",7,1,0.0261315790657417,"KEGGPath"
"438","L10_int","25","lightyellow","path:gga00564","Glycerophospholipid metabolism",86,2,0.0417436640263385,"KEGGPath"
"439","L10_int","25","lightyellow","path:gga04350","TGF-beta signaling pathway",86,2,0.0417436640263385,"KEGGPath"
"440","L10_int","25","lightyellow","path:gga01210","2-Oxocarboxylic acid metabolism",13,1,0.0479965241347282,"KEGGPath"
"441","L10_int","26","magenta","path:gga04310","Wnt signaling pathway",134,5,0.000749830165256997,"KEGGPath"
"442","L10_int","26","magenta","path:gga04218","Cellular senescence",134,4,0.00576597539841423,"KEGGPath"
"443","L10_int","27","mediumpurple3","path:gga04110","Cell cycle",114,6,1.73843078057751e-08,"KEGGPath"
"444","L10_int","27","mediumpurple3","path:gga04914","Progesterone-mediated oocyte maturation",79,3,0.000251335960934837,"KEGGPath"
"445","L10_int","27","mediumpurple3","path:gga03430","Mismatch repair",19,2,0.000402761289112906,"KEGGPath"
"446","L10_int","27","mediumpurple3","path:gga03030","DNA replication",29,2,0.00094716951815225,"KEGGPath"
"447","L10_int","27","mediumpurple3","path:gga03420","Nucleotide excision repair",37,2,0.0015419059611035,"KEGGPath"
"448","L10_int","27","mediumpurple3","path:gga04218","Cellular senescence",134,2,0.0188113165371409,"KEGGPath"
"449","L10_int","27","mediumpurple3","path:gga04530","Tight junction",135,2,0.0190760913688746,"KEGGPath"
"450","L10_int","27","mediumpurple3","path:gga03410","Base excision repair",26,1,0.0404508216325987,"KEGGPath"
"451","L10_int","28","midnightblue","path:gga00430","Taurine and hypotaurine metabolism",12,2,0.00116800734504223,"KEGGPath"
"452","L10_int","28","midnightblue","path:gga04080","Neuroactive ligand-receptor interaction",295,6,0.00162147361013668,"KEGGPath"
"453","L10_int","28","midnightblue","path:gga00650","Butanoate metabolism",21,2,0.00362517560298328,"KEGGPath"
"454","L10_int","28","midnightblue","path:gga00410","beta-Alanine metabolism",25,2,0.0051220505933686,"KEGGPath"
"455","L10_int","28","midnightblue","path:gga03267","Virion - Adenovirus",2,1,0.00858817781953103,"KEGGPath"
"456","L10_int","28","midnightblue","path:gga00250","Alanine, aspartate and glutamate metabolism",33,2,0.0088185956291441,"KEGGPath"
"457","L10_int","29","orange",NA,"Neuroactive ligand-receptor interaction",295,6,9.22140458719524e-05,NA
"458","L10_int","30","orangered4","path:gga04114","Oocyte meiosis",97,3,0.000529913730135239,"KEGGPath"
"459","L10_int","30","orangered4","path:gga04110","Cell cycle",114,3,0.000848597596482897,"KEGGPath"
"460","L10_int","30","orangered4","path:gga04115","p53 signaling pathway",64,2,0.00498806998429194,"KEGGPath"
"461","L10_int","30","orangered4","path:gga04914","Progesterone-mediated oocyte maturation",79,2,0.00750938354478679,"KEGGPath"
"462","L10_int","30","orangered4","path:gga04210","Apoptosis",114,2,0.0151585902364515,"KEGGPath"
"463","L10_int","30","orangered4","path:gga04068","FoxO signaling pathway",114,2,0.0151585902364515,"KEGGPath"
"464","L10_int","30","orangered4","path:gga04218","Cellular senescence",134,2,0.0205570245521172,"KEGGPath"
"465","L10_int","30","orangered4","path:gga03430","Mismatch repair",19,1,0.0311102282950794,"KEGGPath"
"466","L10_int","30","orangered4","path:gga03030","DNA replication",29,1,0.0471107480446457,"KEGGPath"
"467","L10_int","31","paleturquoise","path:gga04145","Phagosome",125,4,0.000129844679422017,"KEGGPath"
"468","L10_int","31","paleturquoise","path:gga04540","Gap junction",79,3,0.000600755293180019,"KEGGPath"
"469","L10_int","31","paleturquoise","path:gga05132","Salmonella infection",221,3,0.0110371563929324,"KEGGPath"
"470","L10_int","31","paleturquoise","path:gga04310","Wnt signaling pathway",134,2,0.0323429437742498,"KEGGPath"
"471","L10_int","32","pink","path:gga04270","Vascular smooth muscle contraction",109,4,0.00353299832683199,"KEGGPath"
"472","L10_int","32","pink","path:gga04810","Regulation of actin cytoskeleton",188,5,0.00447125874320991,"KEGGPath"
"473","L10_int","32","pink","path:gga00330","Arginine and proline metabolism",40,2,0.0220150472421332,"KEGGPath"
"474","L10_int","32","pink","path:gga00010","Glycolysis / Gluconeogenesis",47,2,0.0297372806831249,"KEGGPath"
"475","L10_int","32","pink","path:gga04330","Notch signaling pathway",52,2,0.0358159243592257,"KEGGPath"
"476","L10_int","32","pink","path:gga04218","Cellular senescence",134,3,0.041703990953356,"KEGGPath"
"477","L10_int","33","plum1","path:gga00120","Primary bile acid biosynthesis",12,1,0.0197576173424558,"KEGGPath"
"478","L10_int","33","plum1","path:gga00910","Nitrogen metabolism",13,1,0.0213871573468732,"KEGGPath"
"479","L10_int","33","plum1","path:gga00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,1,0.0230141113662468,"KEGGPath"
"480","L10_int","33","plum1","path:gga00140","Steroid hormone biosynthesis",28,1,0.0455221178883092,"KEGGPath"
"481","L10_int","34","plum2","path:gga04514","Cell adhesion molecules",103,2,0.00314620872570001,"KEGGPath"
"482","L10_int","34","plum2","path:gga04510","Focal adhesion",174,2,0.00872920928372172,"KEGGPath"
"483","L10_int","34","plum2","path:gga04810","Regulation of actin cytoskeleton",188,2,0.0101303511924616,"KEGGPath"
"484","L10_int","36","red","path:gga04114","Oocyte meiosis",97,7,2.39255099000864e-06,"KEGGPath"
"485","L10_int","36","red","path:gga04110","Cell cycle",114,7,7.03570195957875e-06,"KEGGPath"
"486","L10_int","36","red","path:gga04914","Progesterone-mediated oocyte maturation",79,3,0.013329833560602,"KEGGPath"
"487","L10_int","36","red","path:gga03013","Nucleocytoplasmic transport",90,3,0.0188577592817563,"KEGGPath"
"488","L10_int","36","red","path:gga00983","Drug metabolism - other enzymes",54,2,0.045000968871344,"KEGGPath"
"489","L10_int","36","red","path:gga04120","Ubiquitin mediated proteolysis",128,3,0.0463351337261029,"KEGGPath"
"490","L10_int","36","red","path:gga00240","Pyrimidine metabolism",56,2,0.0480442900553193,"KEGGPath"
"491","L10_int","37","royalblue","path:gga03265","Virion - Lyssavirus",4,1,0.0138203505097448,"KEGGPath"
"492","L10_int","37","royalblue","path:gga00604","Glycosphingolipid biosynthesis - ganglio series",13,1,0.0442365271052128,"KEGGPath"
"493","L10_int","37","royalblue","path:gga04514","Cell adhesion molecules",103,2,0.0496693072842732,"KEGGPath"
"494","L10_int","38","saddlebrown","path:gga04020","Calcium signaling pathway",199,5,4.48958733294958e-05,"KEGGPath"
"495","L10_int","38","saddlebrown","path:gga04625","C-type lectin receptor signaling pathway",81,2,0.0117412885121302,"KEGGPath"
"496","L10_int","38","saddlebrown","path:gga04010","MAPK signaling pathway",240,3,0.0124659408743583,"KEGGPath"
"497","L10_int","38","saddlebrown","path:gga04114","Oocyte meiosis",97,2,0.0165391283112553,"KEGGPath"
"498","L10_int","38","saddlebrown","path:gga04218","Cellular senescence",134,2,0.0302296005123384,"KEGGPath"
"499","L10_int","38","saddlebrown","path:gga04310","Wnt signaling pathway",134,2,0.0302296005123384,"KEGGPath"
"500","L10_int","38","saddlebrown","path:gga04744","Phototransduction",16,1,0.0321376688847258,"KEGGPath"
"501","L10_int","39","salmon","path:gga00030","Pentose phosphate pathway",25,2,0.0051220505933686,"KEGGPath"
